tile,RUBCNL,x,y,path
p021_14_2.tiff,1.2669978956188055,2262,390,../../Test_Data/p021/Tiles_156/p021_14_2.tiff
p021_15_2.tiff,1.6593831118122166,2418,390,../../Test_Data/p021/Tiles_156/p021_15_2.tiff
p021_16_2.tiff,0.3026730885892725,2574,390,../../Test_Data/p021/Tiles_156/p021_16_2.tiff
p021_17_2.tiff,0.8909265929110052,2730,390,../../Test_Data/p021/Tiles_156/p021_17_2.tiff
p021_18_2.tiff,0.6370996606158447,2886,390,../../Test_Data/p021/Tiles_156/p021_18_2.tiff
p021_19_2.tiff,1.2669978956188055,3042,390,../../Test_Data/p021/Tiles_156/p021_19_2.tiff
p021_20_2.tiff,1.095556068498453,3198,390,../../Test_Data/p021/Tiles_156/p021_20_2.tiff
p021_21_2.tiff,0.8909265929110052,3354,390,../../Test_Data/p021/Tiles_156/p021_21_2.tiff
p021_22_2.tiff,1.6593831118122166,3510,390,../../Test_Data/p021/Tiles_156/p021_22_2.tiff
p021_23_2.tiff,1.7634191964735857,3666,390,../../Test_Data/p021/Tiles_156/p021_23_2.tiff
p021_24_2.tiff,1.7634191964735857,3822,390,../../Test_Data/p021/Tiles_156/p021_24_2.tiff
p021_25_2.tiff,2.650293691333804,3978,390,../../Test_Data/p021/Tiles_156/p021_25_2.tiff
p021_26_2.tiff,2.1699238915866315,4134,390,../../Test_Data/p021/Tiles_156/p021_26_2.tiff
p021_27_2.tiff,1.6593831118122166,4290,390,../../Test_Data/p021/Tiles_156/p021_27_2.tiff
p021_28_2.tiff,0.3026730885892725,4446,390,../../Test_Data/p021/Tiles_156/p021_28_2.tiff
p021_11_3.tiff,1.2669978956188055,1794,546,../../Test_Data/p021/Tiles_156/p021_11_3.tiff
p021_12_3.tiff,-1.1332518658128865,1950,546,../../Test_Data/p021/Tiles_156/p021_12_3.tiff
p021_13_3.tiff,0.3026730885892725,2106,546,../../Test_Data/p021/Tiles_156/p021_13_3.tiff
p021_14_3.tiff,0.6370996606158447,2262,546,../../Test_Data/p021/Tiles_156/p021_14_3.tiff
p021_15_3.tiff,1.095556068498453,2418,546,../../Test_Data/p021/Tiles_156/p021_15_3.tiff
p021_16_3.tiff,1.5440118736941029,2574,546,../../Test_Data/p021/Tiles_156/p021_16_3.tiff
p021_17_3.tiff,1.095556068498453,2730,546,../../Test_Data/p021/Tiles_156/p021_17_3.tiff
p021_18_3.tiff,1.2669978956188055,2886,546,../../Test_Data/p021/Tiles_156/p021_18_3.tiff
p021_19_3.tiff,1.095556068498453,3042,546,../../Test_Data/p021/Tiles_156/p021_19_3.tiff
p021_20_3.tiff,1.2669978956188055,3198,546,../../Test_Data/p021/Tiles_156/p021_20_3.tiff
p021_21_3.tiff,1.095556068498453,3354,546,../../Test_Data/p021/Tiles_156/p021_21_3.tiff
p021_22_3.tiff,2.1001515103867976,3510,546,../../Test_Data/p021/Tiles_156/p021_22_3.tiff
p021_23_3.tiff,2.1699238915866315,3666,546,../../Test_Data/p021/Tiles_156/p021_23_3.tiff
p021_24_3.tiff,2.3552994748554763,3822,546,../../Test_Data/p021/Tiles_156/p021_24_3.tiff
p021_25_3.tiff,1.94510281319934,3978,546,../../Test_Data/p021/Tiles_156/p021_25_3.tiff
p021_26_3.tiff,1.6593831118122166,4134,546,../../Test_Data/p021/Tiles_156/p021_26_3.tiff
p021_27_3.tiff,2.513027380944199,4290,546,../../Test_Data/p021/Tiles_156/p021_27_3.tiff
p021_28_3.tiff,2.1001515103867976,4446,546,../../Test_Data/p021/Tiles_156/p021_28_3.tiff
p021_29_3.tiff,0.3026730885892725,4602,546,../../Test_Data/p021/Tiles_156/p021_29_3.tiff
p021_10_4.tiff,-0.1887050178058359,1638,702,../../Test_Data/p021/Tiles_156/p021_10_4.tiff
p021_11_4.tiff,0.3026730885892725,1794,702,../../Test_Data/p021/Tiles_156/p021_11_4.tiff
p021_12_4.tiff,1.095556068498453,1950,702,../../Test_Data/p021/Tiles_156/p021_12_4.tiff
p021_13_4.tiff,0.8909265929110052,2106,702,../../Test_Data/p021/Tiles_156/p021_13_4.tiff
p021_14_4.tiff,1.095556068498453,2262,702,../../Test_Data/p021/Tiles_156/p021_14_4.tiff
p021_15_4.tiff,0.3026730885892725,2418,702,../../Test_Data/p021/Tiles_156/p021_15_4.tiff
p021_16_4.tiff,0.8909265929110052,2574,702,../../Test_Data/p021/Tiles_156/p021_16_4.tiff
p021_17_4.tiff,0.3026730885892725,2730,702,../../Test_Data/p021/Tiles_156/p021_17_4.tiff
p021_18_4.tiff,0.6370996606158447,2886,702,../../Test_Data/p021/Tiles_156/p021_18_4.tiff
p021_19_4.tiff,1.94510281319934,3042,702,../../Test_Data/p021/Tiles_156/p021_19_4.tiff
p021_20_4.tiff,1.8581491805384545,3198,702,../../Test_Data/p021/Tiles_156/p021_20_4.tiff
p021_21_4.tiff,1.2669978956188055,3354,702,../../Test_Data/p021/Tiles_156/p021_21_4.tiff
p021_22_4.tiff,1.4145297479137957,3510,702,../../Test_Data/p021/Tiles_156/p021_22_4.tiff
p021_23_4.tiff,1.8581491805384545,3666,702,../../Test_Data/p021/Tiles_156/p021_23_4.tiff
p021_24_4.tiff,1.2669978956188055,3822,702,../../Test_Data/p021/Tiles_156/p021_24_4.tiff
p021_25_4.tiff,1.7634191964735857,3978,702,../../Test_Data/p021/Tiles_156/p021_25_4.tiff
p021_26_4.tiff,2.513027380944199,4134,702,../../Test_Data/p021/Tiles_156/p021_26_4.tiff
p021_27_4.tiff,1.94510281319934,4290,702,../../Test_Data/p021/Tiles_156/p021_27_4.tiff
p021_28_4.tiff,2.1001515103867976,4446,702,../../Test_Data/p021/Tiles_156/p021_28_4.tiff
p021_29_4.tiff,2.560785423004542,4602,702,../../Test_Data/p021/Tiles_156/p021_29_4.tiff
p021_30_4.tiff,1.095556068498453,4758,702,../../Test_Data/p021/Tiles_156/p021_30_4.tiff
p021_9_5.tiff,-0.1887050178058359,1482,858,../../Test_Data/p021/Tiles_156/p021_9_5.tiff
p021_10_5.tiff,-1.1332518658128865,1638,858,../../Test_Data/p021/Tiles_156/p021_10_5.tiff
p021_11_5.tiff,1.4145297479137957,1794,858,../../Test_Data/p021/Tiles_156/p021_11_5.tiff
p021_12_5.tiff,1.7634191964735857,1950,858,../../Test_Data/p021/Tiles_156/p021_12_5.tiff
p021_13_5.tiff,1.095556068498453,2106,858,../../Test_Data/p021/Tiles_156/p021_13_5.tiff
p021_14_5.tiff,0.3026730885892725,2262,858,../../Test_Data/p021/Tiles_156/p021_14_5.tiff
p021_15_5.tiff,0.3026730885892725,2418,858,../../Test_Data/p021/Tiles_156/p021_15_5.tiff
p021_16_5.tiff,1.5440118736941029,2574,858,../../Test_Data/p021/Tiles_156/p021_16_5.tiff
p021_17_5.tiff,1.095556068498453,2730,858,../../Test_Data/p021/Tiles_156/p021_17_5.tiff
p021_18_5.tiff,1.095556068498453,2886,858,../../Test_Data/p021/Tiles_156/p021_18_5.tiff
p021_19_5.tiff,1.8581491805384545,3042,858,../../Test_Data/p021/Tiles_156/p021_19_5.tiff
p021_20_5.tiff,1.5440118736941029,3198,858,../../Test_Data/p021/Tiles_156/p021_20_5.tiff
p021_21_5.tiff,1.8581491805384545,3354,858,../../Test_Data/p021/Tiles_156/p021_21_5.tiff
p021_22_5.tiff,1.8581491805384545,3510,858,../../Test_Data/p021/Tiles_156/p021_22_5.tiff
p021_23_5.tiff,1.8581491805384545,3666,858,../../Test_Data/p021/Tiles_156/p021_23_5.tiff
p021_24_5.tiff,2.2970373571537492,3822,858,../../Test_Data/p021/Tiles_156/p021_24_5.tiff
p021_25_5.tiff,1.94510281319934,3978,858,../../Test_Data/p021/Tiles_156/p021_25_5.tiff
p021_26_5.tiff,2.3552994748554763,4134,858,../../Test_Data/p021/Tiles_156/p021_26_5.tiff
p021_27_5.tiff,1.7634191964735857,4290,858,../../Test_Data/p021/Tiles_156/p021_27_5.tiff
p021_28_5.tiff,1.8581491805384545,4446,858,../../Test_Data/p021/Tiles_156/p021_28_5.tiff
p021_29_5.tiff,0.6370996606158447,4602,858,../../Test_Data/p021/Tiles_156/p021_29_5.tiff
p021_30_5.tiff,-1.1332518658128865,4758,858,../../Test_Data/p021/Tiles_156/p021_30_5.tiff
p021_9_6.tiff,-0.1887050178058359,1482,1014,../../Test_Data/p021/Tiles_156/p021_9_6.tiff
p021_10_6.tiff,1.5440118736941029,1638,1014,../../Test_Data/p021/Tiles_156/p021_10_6.tiff
p021_11_6.tiff,0.8909265929110052,1794,1014,../../Test_Data/p021/Tiles_156/p021_11_6.tiff
p021_12_6.tiff,0.6370996606158447,1950,1014,../../Test_Data/p021/Tiles_156/p021_12_6.tiff
p021_13_6.tiff,1.2669978956188055,2106,1014,../../Test_Data/p021/Tiles_156/p021_13_6.tiff
p021_14_6.tiff,0.3026730885892725,2262,1014,../../Test_Data/p021/Tiles_156/p021_14_6.tiff
p021_15_6.tiff,1.095556068498453,2418,1014,../../Test_Data/p021/Tiles_156/p021_15_6.tiff
p021_16_6.tiff,1.2669978956188055,2574,1014,../../Test_Data/p021/Tiles_156/p021_16_6.tiff
p021_17_6.tiff,1.4145297479137957,2730,1014,../../Test_Data/p021/Tiles_156/p021_17_6.tiff
p021_18_6.tiff,1.095556068498453,2886,1014,../../Test_Data/p021/Tiles_156/p021_18_6.tiff
p021_19_6.tiff,0.8909265929110052,3042,1014,../../Test_Data/p021/Tiles_156/p021_19_6.tiff
p021_20_6.tiff,1.7634191964735857,3198,1014,../../Test_Data/p021/Tiles_156/p021_20_6.tiff
p021_21_6.tiff,0.8909265929110052,3354,1014,../../Test_Data/p021/Tiles_156/p021_21_6.tiff
p021_22_6.tiff,1.2669978956188055,3510,1014,../../Test_Data/p021/Tiles_156/p021_22_6.tiff
p021_23_6.tiff,0.6370996606158447,3666,1014,../../Test_Data/p021/Tiles_156/p021_23_6.tiff
p021_24_6.tiff,1.7634191964735857,3822,1014,../../Test_Data/p021/Tiles_156/p021_24_6.tiff
p021_25_6.tiff,1.095556068498453,3978,1014,../../Test_Data/p021/Tiles_156/p021_25_6.tiff
p021_26_6.tiff,1.94510281319934,4134,1014,../../Test_Data/p021/Tiles_156/p021_26_6.tiff
p021_27_6.tiff,1.4145297479137957,4290,1014,../../Test_Data/p021/Tiles_156/p021_27_6.tiff
p021_28_6.tiff,2.1001515103867976,4446,1014,../../Test_Data/p021/Tiles_156/p021_28_6.tiff
p021_29_6.tiff,0.3026730885892725,4602,1014,../../Test_Data/p021/Tiles_156/p021_29_6.tiff
p021_30_6.tiff,0.3026730885892725,4758,1014,../../Test_Data/p021/Tiles_156/p021_30_6.tiff
p021_31_6.tiff,-1.1332518658128865,4914,1014,../../Test_Data/p021/Tiles_156/p021_31_6.tiff
p021_8_7.tiff,0.3026730885892725,1326,1170,../../Test_Data/p021/Tiles_156/p021_8_7.tiff
p021_9_7.tiff,-1.1332518658128865,1482,1170,../../Test_Data/p021/Tiles_156/p021_9_7.tiff
p021_10_7.tiff,-0.1887050178058359,1638,1170,../../Test_Data/p021/Tiles_156/p021_10_7.tiff
p021_11_7.tiff,0.8909265929110052,1794,1170,../../Test_Data/p021/Tiles_156/p021_11_7.tiff
p021_12_7.tiff,0.3026730885892725,1950,1170,../../Test_Data/p021/Tiles_156/p021_12_7.tiff
p021_13_7.tiff,-1.1332518658128865,2106,1170,../../Test_Data/p021/Tiles_156/p021_13_7.tiff
p021_14_7.tiff,0.8909265929110052,2262,1170,../../Test_Data/p021/Tiles_156/p021_14_7.tiff
p021_15_7.tiff,1.5440118736941029,2418,1170,../../Test_Data/p021/Tiles_156/p021_15_7.tiff
p021_16_7.tiff,1.095556068498453,2574,1170,../../Test_Data/p021/Tiles_156/p021_16_7.tiff
p021_17_7.tiff,1.2669978956188055,2730,1170,../../Test_Data/p021/Tiles_156/p021_17_7.tiff
p021_18_7.tiff,2.1699238915866315,2886,1170,../../Test_Data/p021/Tiles_156/p021_18_7.tiff
p021_19_7.tiff,1.8581491805384545,3042,1170,../../Test_Data/p021/Tiles_156/p021_19_7.tiff
p021_20_7.tiff,0.6370996606158447,3198,1170,../../Test_Data/p021/Tiles_156/p021_20_7.tiff
p021_21_7.tiff,1.6593831118122166,3354,1170,../../Test_Data/p021/Tiles_156/p021_21_7.tiff
p021_22_7.tiff,-1.1332518658128865,3510,1170,../../Test_Data/p021/Tiles_156/p021_22_7.tiff
p021_23_7.tiff,-0.1887050178058359,3666,1170,../../Test_Data/p021/Tiles_156/p021_23_7.tiff
p021_24_7.tiff,1.7634191964735857,3822,1170,../../Test_Data/p021/Tiles_156/p021_24_7.tiff
p021_25_7.tiff,1.095556068498453,3978,1170,../../Test_Data/p021/Tiles_156/p021_25_7.tiff
p021_26_7.tiff,1.2669978956188055,4134,1170,../../Test_Data/p021/Tiles_156/p021_26_7.tiff
p021_27_7.tiff,1.2669978956188055,4290,1170,../../Test_Data/p021/Tiles_156/p021_27_7.tiff
p021_28_7.tiff,0.6370996606158447,4446,1170,../../Test_Data/p021/Tiles_156/p021_28_7.tiff
p021_29_7.tiff,-0.1887050178058359,4602,1170,../../Test_Data/p021/Tiles_156/p021_29_7.tiff
p021_30_7.tiff,1.2669978956188055,4758,1170,../../Test_Data/p021/Tiles_156/p021_30_7.tiff
p021_31_7.tiff,1.5440118736941029,4914,1170,../../Test_Data/p021/Tiles_156/p021_31_7.tiff
p021_32_7.tiff,-0.1887050178058359,5070,1170,../../Test_Data/p021/Tiles_156/p021_32_7.tiff
p021_7_8.tiff,-1.1332518658128865,1170,1326,../../Test_Data/p021/Tiles_156/p021_7_8.tiff
p021_8_8.tiff,-1.1332518658128865,1326,1326,../../Test_Data/p021/Tiles_156/p021_8_8.tiff
p021_9_8.tiff,-1.1332518658128865,1482,1326,../../Test_Data/p021/Tiles_156/p021_9_8.tiff
p021_10_8.tiff,-1.1332518658128865,1638,1326,../../Test_Data/p021/Tiles_156/p021_10_8.tiff
p021_11_8.tiff,0.3026730885892725,1794,1326,../../Test_Data/p021/Tiles_156/p021_11_8.tiff
p021_12_8.tiff,1.095556068498453,1950,1326,../../Test_Data/p021/Tiles_156/p021_12_8.tiff
p021_13_8.tiff,0.3026730885892725,2106,1326,../../Test_Data/p021/Tiles_156/p021_13_8.tiff
p021_14_8.tiff,0.3026730885892725,2262,1326,../../Test_Data/p021/Tiles_156/p021_14_8.tiff
p021_15_8.tiff,1.5440118736941029,2418,1326,../../Test_Data/p021/Tiles_156/p021_15_8.tiff
p021_16_8.tiff,1.94510281319934,2574,1326,../../Test_Data/p021/Tiles_156/p021_16_8.tiff
p021_17_8.tiff,1.2669978956188055,2730,1326,../../Test_Data/p021/Tiles_156/p021_17_8.tiff
p021_18_8.tiff,2.3552994748554763,2886,1326,../../Test_Data/p021/Tiles_156/p021_18_8.tiff
p021_19_8.tiff,0.3026730885892725,3042,1326,../../Test_Data/p021/Tiles_156/p021_19_8.tiff
p021_20_8.tiff,1.095556068498453,3198,1326,../../Test_Data/p021/Tiles_156/p021_20_8.tiff
p021_21_8.tiff,1.4145297479137957,3354,1326,../../Test_Data/p021/Tiles_156/p021_21_8.tiff
p021_22_8.tiff,1.5440118736941029,3510,1326,../../Test_Data/p021/Tiles_156/p021_22_8.tiff
p021_23_8.tiff,0.6370996606158447,3666,1326,../../Test_Data/p021/Tiles_156/p021_23_8.tiff
p021_24_8.tiff,1.6593831118122166,3822,1326,../../Test_Data/p021/Tiles_156/p021_24_8.tiff
p021_25_8.tiff,1.2669978956188055,3978,1326,../../Test_Data/p021/Tiles_156/p021_25_8.tiff
p021_26_8.tiff,1.095556068498453,4134,1326,../../Test_Data/p021/Tiles_156/p021_26_8.tiff
p021_27_8.tiff,1.8581491805384545,4290,1326,../../Test_Data/p021/Tiles_156/p021_27_8.tiff
p021_28_8.tiff,1.5440118736941029,4446,1326,../../Test_Data/p021/Tiles_156/p021_28_8.tiff
p021_29_8.tiff,1.5440118736941029,4602,1326,../../Test_Data/p021/Tiles_156/p021_29_8.tiff
p021_30_8.tiff,1.5440118736941029,4758,1326,../../Test_Data/p021/Tiles_156/p021_30_8.tiff
p021_31_8.tiff,2.0254598762500744,4914,1326,../../Test_Data/p021/Tiles_156/p021_31_8.tiff
p021_32_8.tiff,1.94510281319934,5070,1326,../../Test_Data/p021/Tiles_156/p021_32_8.tiff
p021_33_8.tiff,-1.1332518658128865,5226,1326,../../Test_Data/p021/Tiles_156/p021_33_8.tiff
p021_7_9.tiff,-1.1332518658128865,1170,1482,../../Test_Data/p021/Tiles_156/p021_7_9.tiff
p021_8_9.tiff,0.8909265929110052,1326,1482,../../Test_Data/p021/Tiles_156/p021_8_9.tiff
p021_9_9.tiff,0.3026730885892725,1482,1482,../../Test_Data/p021/Tiles_156/p021_9_9.tiff
p021_10_9.tiff,1.2669978956188055,1638,1482,../../Test_Data/p021/Tiles_156/p021_10_9.tiff
p021_11_9.tiff,1.095556068498453,1794,1482,../../Test_Data/p021/Tiles_156/p021_11_9.tiff
p021_12_9.tiff,-0.1887050178058359,1950,1482,../../Test_Data/p021/Tiles_156/p021_12_9.tiff
p021_13_9.tiff,0.8909265929110052,2106,1482,../../Test_Data/p021/Tiles_156/p021_13_9.tiff
p021_14_9.tiff,-1.1332518658128865,2262,1482,../../Test_Data/p021/Tiles_156/p021_14_9.tiff
p021_15_9.tiff,1.2669978956188055,2418,1482,../../Test_Data/p021/Tiles_156/p021_15_9.tiff
p021_16_9.tiff,1.6593831118122166,2574,1482,../../Test_Data/p021/Tiles_156/p021_16_9.tiff
p021_17_9.tiff,0.6370996606158447,2730,1482,../../Test_Data/p021/Tiles_156/p021_17_9.tiff
p021_18_9.tiff,1.94510281319934,2886,1482,../../Test_Data/p021/Tiles_156/p021_18_9.tiff
p021_19_9.tiff,1.5440118736941029,3042,1482,../../Test_Data/p021/Tiles_156/p021_19_9.tiff
p021_20_9.tiff,-0.1887050178058359,3198,1482,../../Test_Data/p021/Tiles_156/p021_20_9.tiff
p021_21_9.tiff,1.8581491805384545,3354,1482,../../Test_Data/p021/Tiles_156/p021_21_9.tiff
p021_22_9.tiff,2.1001515103867976,3510,1482,../../Test_Data/p021/Tiles_156/p021_22_9.tiff
p021_23_9.tiff,1.2669978956188055,3666,1482,../../Test_Data/p021/Tiles_156/p021_23_9.tiff
p021_24_9.tiff,1.6593831118122166,3822,1482,../../Test_Data/p021/Tiles_156/p021_24_9.tiff
p021_25_9.tiff,1.4145297479137957,3978,1482,../../Test_Data/p021/Tiles_156/p021_25_9.tiff
p021_26_9.tiff,1.095556068498453,4134,1482,../../Test_Data/p021/Tiles_156/p021_26_9.tiff
p021_27_9.tiff,1.4145297479137957,4290,1482,../../Test_Data/p021/Tiles_156/p021_27_9.tiff
p021_28_9.tiff,1.4145297479137957,4446,1482,../../Test_Data/p021/Tiles_156/p021_28_9.tiff
p021_29_9.tiff,1.4145297479137957,4602,1482,../../Test_Data/p021/Tiles_156/p021_29_9.tiff
p021_30_9.tiff,1.8581491805384545,4758,1482,../../Test_Data/p021/Tiles_156/p021_30_9.tiff
p021_31_9.tiff,2.0254598762500744,4914,1482,../../Test_Data/p021/Tiles_156/p021_31_9.tiff
p021_32_9.tiff,2.8457010837688403,5070,1482,../../Test_Data/p021/Tiles_156/p021_32_9.tiff
p021_33_9.tiff,2.0254598762500744,5226,1482,../../Test_Data/p021/Tiles_156/p021_33_9.tiff
p021_34_9.tiff,1.095556068498453,5382,1482,../../Test_Data/p021/Tiles_156/p021_34_9.tiff
p021_6_10.tiff,-1.1332518658128865,1014,1638,../../Test_Data/p021/Tiles_156/p021_6_10.tiff
p021_7_10.tiff,0.3026730885892725,1170,1638,../../Test_Data/p021/Tiles_156/p021_7_10.tiff
p021_8_10.tiff,1.4145297479137957,1326,1638,../../Test_Data/p021/Tiles_156/p021_8_10.tiff
p021_9_10.tiff,1.2669978956188055,1482,1638,../../Test_Data/p021/Tiles_156/p021_9_10.tiff
p021_10_10.tiff,1.095556068498453,1638,1638,../../Test_Data/p021/Tiles_156/p021_10_10.tiff
p021_11_10.tiff,0.3026730885892725,1794,1638,../../Test_Data/p021/Tiles_156/p021_11_10.tiff
p021_12_10.tiff,0.8909265929110052,1950,1638,../../Test_Data/p021/Tiles_156/p021_12_10.tiff
p021_13_10.tiff,0.6370996606158447,2106,1638,../../Test_Data/p021/Tiles_156/p021_13_10.tiff
p021_14_10.tiff,1.095556068498453,2262,1638,../../Test_Data/p021/Tiles_156/p021_14_10.tiff
p021_15_10.tiff,1.095556068498453,2418,1638,../../Test_Data/p021/Tiles_156/p021_15_10.tiff
p021_16_10.tiff,1.7634191964735857,2574,1638,../../Test_Data/p021/Tiles_156/p021_16_10.tiff
p021_17_10.tiff,-0.1887050178058359,2730,1638,../../Test_Data/p021/Tiles_156/p021_17_10.tiff
p021_18_10.tiff,1.2669978956188055,2886,1638,../../Test_Data/p021/Tiles_156/p021_18_10.tiff
p021_19_10.tiff,1.2669978956188055,3042,1638,../../Test_Data/p021/Tiles_156/p021_19_10.tiff
p021_20_10.tiff,0.8909265929110052,3198,1638,../../Test_Data/p021/Tiles_156/p021_20_10.tiff
p021_21_10.tiff,0.8909265929110052,3354,1638,../../Test_Data/p021/Tiles_156/p021_21_10.tiff
p021_22_10.tiff,1.4145297479137957,3510,1638,../../Test_Data/p021/Tiles_156/p021_22_10.tiff
p021_23_10.tiff,0.6370996606158447,3666,1638,../../Test_Data/p021/Tiles_156/p021_23_10.tiff
p021_24_10.tiff,1.4145297479137957,3822,1638,../../Test_Data/p021/Tiles_156/p021_24_10.tiff
p021_25_10.tiff,1.5440118736941029,3978,1638,../../Test_Data/p021/Tiles_156/p021_25_10.tiff
p021_26_10.tiff,1.4145297479137957,4134,1638,../../Test_Data/p021/Tiles_156/p021_26_10.tiff
p021_27_10.tiff,1.8581491805384545,4290,1638,../../Test_Data/p021/Tiles_156/p021_27_10.tiff
p021_28_10.tiff,1.095556068498453,4446,1638,../../Test_Data/p021/Tiles_156/p021_28_10.tiff
p021_29_10.tiff,1.4145297479137957,4602,1638,../../Test_Data/p021/Tiles_156/p021_29_10.tiff
p021_30_10.tiff,1.7634191964735857,4758,1638,../../Test_Data/p021/Tiles_156/p021_30_10.tiff
p021_31_10.tiff,1.4145297479137957,4914,1638,../../Test_Data/p021/Tiles_156/p021_31_10.tiff
p021_32_10.tiff,2.6923638156003653,5070,1638,../../Test_Data/p021/Tiles_156/p021_32_10.tiff
p021_33_10.tiff,1.94510281319934,5226,1638,../../Test_Data/p021/Tiles_156/p021_33_10.tiff
p021_34_10.tiff,1.94510281319934,5382,1638,../../Test_Data/p021/Tiles_156/p021_34_10.tiff
p021_35_10.tiff,-1.1332518658128865,5538,1638,../../Test_Data/p021/Tiles_156/p021_35_10.tiff
p021_5_11.tiff,-1.1332518658128865,858,1794,../../Test_Data/p021/Tiles_156/p021_5_11.tiff
p021_6_11.tiff,0.3026730885892725,1014,1794,../../Test_Data/p021/Tiles_156/p021_6_11.tiff
p021_7_11.tiff,-0.1887050178058359,1170,1794,../../Test_Data/p021/Tiles_156/p021_7_11.tiff
p021_8_11.tiff,-0.1887050178058359,1326,1794,../../Test_Data/p021/Tiles_156/p021_8_11.tiff
p021_9_11.tiff,1.2669978956188055,1482,1794,../../Test_Data/p021/Tiles_156/p021_9_11.tiff
p021_10_11.tiff,0.3026730885892725,1638,1794,../../Test_Data/p021/Tiles_156/p021_10_11.tiff
p021_11_11.tiff,1.7634191964735857,1794,1794,../../Test_Data/p021/Tiles_156/p021_11_11.tiff
p021_12_11.tiff,0.6370996606158447,1950,1794,../../Test_Data/p021/Tiles_156/p021_12_11.tiff
p021_13_11.tiff,1.2669978956188055,2106,1794,../../Test_Data/p021/Tiles_156/p021_13_11.tiff
p021_14_11.tiff,0.8909265929110052,2262,1794,../../Test_Data/p021/Tiles_156/p021_14_11.tiff
p021_15_11.tiff,1.5440118736941029,2418,1794,../../Test_Data/p021/Tiles_156/p021_15_11.tiff
p021_16_11.tiff,1.7634191964735857,2574,1794,../../Test_Data/p021/Tiles_156/p021_16_11.tiff
p021_17_11.tiff,1.7634191964735857,2730,1794,../../Test_Data/p021/Tiles_156/p021_17_11.tiff
p021_18_11.tiff,1.94510281319934,2886,1794,../../Test_Data/p021/Tiles_156/p021_18_11.tiff
p021_19_11.tiff,1.5440118736941029,3042,1794,../../Test_Data/p021/Tiles_156/p021_19_11.tiff
p021_20_11.tiff,1.6593831118122166,3198,1794,../../Test_Data/p021/Tiles_156/p021_20_11.tiff
p021_21_11.tiff,1.2669978956188055,3354,1794,../../Test_Data/p021/Tiles_156/p021_21_11.tiff
p021_22_11.tiff,1.2669978956188055,3510,1794,../../Test_Data/p021/Tiles_156/p021_22_11.tiff
