tile,x,y
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_67_0,10530,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_68_0,10686,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_69_0,10842,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_70_0,10998,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_71_0,11154,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_72_0,11310,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_73_0,11466,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_74_0,11622,78
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_0_1,78,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_1_1,234,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_2_1,390,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_3_1,546,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_4_1,702,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_5_1,858,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_6_1,1014,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_7_1,1170,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_8_1,1326,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_9_1,1482,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_10_1,1638,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_11_1,1794,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_12_1,1950,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_13_1,2106,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_14_1,2262,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_15_1,2418,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_16_1,2574,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_17_1,2730,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_18_1,2886,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_19_1,3042,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_20_1,3198,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_21_1,3354,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_22_1,3510,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_23_1,3666,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_24_1,3822,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_25_1,3978,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_26_1,4134,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_27_1,4290,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_28_1,4446,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_29_1,4602,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_30_1,4758,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_31_1,4914,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_32_1,5070,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_33_1,5226,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_34_1,5382,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_35_1,5538,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_36_1,5694,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_37_1,5850,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_38_1,6006,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_39_1,6162,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_40_1,6318,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_41_1,6474,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_42_1,6630,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_43_1,6786,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_44_1,6942,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_45_1,7098,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_46_1,7254,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_47_1,7410,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_48_1,7566,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_49_1,7722,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_50_1,7878,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_51_1,8034,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_52_1,8190,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_53_1,8346,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_54_1,8502,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_55_1,8658,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_56_1,8814,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_57_1,8970,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_58_1,9126,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_59_1,9282,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_60_1,9438,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_61_1,9594,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_62_1,9750,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_63_1,9906,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_64_1,10062,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_65_1,10218,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_66_1,10374,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_67_1,10530,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_68_1,10686,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_69_1,10842,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_70_1,10998,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_71_1,11154,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_72_1,11310,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_73_1,11466,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_74_1,11622,234
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_0_2,78,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_1_2,234,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_2_2,390,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_3_2,546,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_4_2,702,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_5_2,858,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_6_2,1014,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_7_2,1170,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_8_2,1326,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_9_2,1482,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_10_2,1638,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_11_2,1794,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_12_2,1950,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_13_2,2106,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_14_2,2262,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_15_2,2418,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_16_2,2574,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_17_2,2730,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_18_2,2886,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_19_2,3042,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_20_2,3198,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_21_2,3354,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_22_2,3510,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_23_2,3666,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_24_2,3822,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_25_2,3978,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_26_2,4134,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_27_2,4290,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_28_2,4446,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_29_2,4602,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_30_2,4758,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_31_2,4914,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_32_2,5070,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_33_2,5226,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_34_2,5382,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_35_2,5538,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_36_2,5694,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_37_2,5850,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_38_2,6006,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_39_2,6162,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_40_2,6318,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_41_2,6474,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_42_2,6630,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_43_2,6786,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_44_2,6942,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_45_2,7098,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_46_2,7254,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_47_2,7410,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_48_2,7566,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_49_2,7722,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_50_2,7878,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_51_2,8034,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_52_2,8190,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_53_2,8346,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_54_2,8502,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_55_2,8658,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_56_2,8814,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_57_2,8970,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_58_2,9126,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_59_2,9282,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_60_2,9438,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_61_2,9594,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_62_2,9750,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_63_2,9906,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_64_2,10062,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_65_2,10218,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_66_2,10374,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_67_2,10530,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_68_2,10686,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_69_2,10842,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_70_2,10998,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_71_2,11154,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_72_2,11310,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_73_2,11466,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_74_2,11622,390
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_0_3,78,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_1_3,234,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_2_3,390,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_3_3,546,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_4_3,702,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_5_3,858,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_6_3,1014,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_7_3,1170,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_8_3,1326,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_9_3,1482,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_10_3,1638,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_11_3,1794,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_12_3,1950,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_13_3,2106,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_14_3,2262,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_15_3,2418,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_16_3,2574,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_17_3,2730,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_18_3,2886,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_19_3,3042,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_20_3,3198,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_21_3,3354,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_22_3,3510,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_23_3,3666,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_24_3,3822,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_25_3,3978,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_26_3,4134,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_27_3,4290,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_28_3,4446,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_29_3,4602,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_30_3,4758,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_31_3,4914,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_32_3,5070,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_33_3,5226,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_34_3,5382,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_35_3,5538,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_36_3,5694,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_37_3,5850,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_38_3,6006,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_39_3,6162,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_40_3,6318,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_41_3,6474,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_42_3,6630,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_43_3,6786,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_44_3,6942,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_45_3,7098,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_46_3,7254,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_47_3,7410,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_48_3,7566,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_49_3,7722,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_50_3,7878,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_51_3,8034,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_52_3,8190,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_53_3,8346,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_54_3,8502,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_55_3,8658,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_56_3,8814,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_57_3,8970,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_58_3,9126,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_59_3,9282,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_60_3,9438,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_61_3,9594,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_62_3,9750,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_63_3,9906,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_64_3,10062,546
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_65_3,10218,546
